date,text,hashtags,sentiment,words
Fri Feb 09 09:33:13 +0000 2018,""" C' EST  DE  L' ENFER  DES  PAUVRES  QU' EST  FAIT  LE  PARADIS  DES  RICHES"".
Victor Hugo (1802-1885). https://t.co/FIrrPKP3vi",NO HASHTAG,positif,"',',enfer,pauvre,',faire,paradis,riche,victor,hugo,18021885"
Sun Mar 18 09:55:20 +0000 2018,"Mosquée de Saint Pétersbourg
#Islam #Russie https://t.co/Nj5m4y4Rqi","Islam, Russie",positif,"mosquer,saint,pétersbourg,islam,russie"
Sun Mar 18 17:41:54 +0000 2018,Évoquer l’homosexualité en Russie et surtout pas ailleurs pour ne pas faire de vagues... #BFMTV https://t.co/gGIx1JG4Uq,BFMTV,positif,"évoquer,lhomosexualité,russie,surtout,ailleurs,faire,vague,bfmtv"
Sun Mar 18 17:41:53 +0000 2018,18 mars 1584 : le tsar Fédor (Théodore) Ier (1557-1598) accède au trône de Russie à la mort d'Ivan V le Terrible. Il est le dernier représentant de la dynastie des Riourikides #Russie  https://t.co/IMCb7pK6yt,NO HASHTAG,positif,"18,mars,1584,tsar,fédor,théodore,ier,15571598,accéder,trôner,russie,mourir,ivan,v,terrible,dernier,représentant,dynastie,riourikides,russie"
Sun Mar 18 17:41:54 +0000 2018,"#66minutes

les français en masse pour l' abolition du régime spécial de la #SNCF

#Macron a raison: Équité = Code du Travail pour TOUS !

https://t.co/4YJTeN5n70","66minutes, SNCF, Macron",positif,"66minut,français,masser,',abolition,régime,spécial,sncf,macron,avoir,raison,équité,code,travail,tou"
Sun Mar 18 17:41:51 +0000 2018,"Même à #Mayotte on constate que le #GrandRemplacement est une réalité pas un fantasme.
#SoutienAuxMahorais","Mayotte, GrandRemplacement, SoutienAuxMahorais",positif,"mayotte,constater,grandremplacement,réalité,fantasme,soutienauxmahorai"
Fri Mar 16 16:37:28 +0000 2018,"Qui sera présent au Stade de France le 28 mai prochain pour supporter les Bleus lors du 1er de leurs 3 matchs de prépa avant de s'envoler pour la Russie ?

La billetterie est ouverte ! ➡https://t.co/RTd0y2rMFZ https://t.co/aysT3TxH1z",NO HASHTAG,positif,"présent,stade,france,28,mai,prochain,supporter,bleu,lors,1er,3,match,prépa,avant,si,envoler,russie,billetterie,ouvert"
Sun Mar 18 17:41:49 +0000 2018,"......Malgré cela, le gouvernement tiendra le cap quelle que soit la longueur du conflit #Liberation",Liberation,neutre,"malgré,celer,gouvernement,tenir,cap,quel,longueur,conflit,liberation"
Sun Mar 18 17:41:48 +0000 2018,"les syndicats de la SNCF ont annoncé une forme de mobilisation inédite  pour tenter de faire pression le plus longtemps possible sur le  gouvernement, en misant sur des grèves de deux jours par semaine  environ, à partir du 3 avril et jusqu’à fin juin.....",NO HASHTAG,positif,"syndicat,sncf,annoncer,forme,mobilisation,inédit,tenter,faire,pression,plus,longtemps,possible,gouvernement,miser,grèv,deux,jour,semaine,environ,partir,3,avril,jusquà,fin,juin"
Sun Mar 18 17:41:43 +0000 2018,"""Poutine surfe sur l'aspiration russe à une revanche contre l'Occident"" https://t.co/LRm3tWkLpT",NO HASHTAG,neutre,"poutine,surfer,aspiration,russe,revanche,contrer,occident"
Sun Mar 18 17:41:43 +0000 2018,La @SNCF annonce un calendrier des grèves.. normal car impossible de fournir un calendrier du temps de travail.. https://t.co/1aFYKzGxaQ,NO HASHTAG,positif,"sncf,annoncer,calendrier,grèv,normal,car,impossible,fournir,calendrier,temps,travail"
Sun Mar 18 17:41:42 +0000 2018,ça prouve bien qu'on peut expulser les clandestins quand on le veut vraiment! Si autant restent sur le territoire français c'est parce que nos dirigeants ont bien programmé notre submersion et notre remplacement https://t.co/4GAgWn6Bew,NO HASHTAG,positif,"ça,prouver,bien,pouvoir,expulser,clandestin,quand,vouloir,vraiment,si,autant,ruer,territoir,français,être,parce,dirigeant,bien,programmer,submersion,remplacemer"
Sun Mar 18 11:47:33 +0000 2018,"Bruno Le Maire et le mécontentement des retraités : ""c'est pour la survie du système par répartition"" https://t.co/kXerW9TgZg",NO HASHTAG,positif,"bruno,maire,mécontentement,retraiter,être,survie,système,répartition"
Sun Mar 18 17:41:41 +0000 2018,Ptdr c'était déjà le cas en 2014. Je comprends les grèves mais franchement c'est le meilleur moyen pour qu'il n'y ait pas de changement positif. https://t.co/25kKHAjbOH,NO HASHTAG,positif,"ptdr,être,déjà,cas,2014,comprend,grève,franchement,être,meilleur,moyen,yu,changement,positif"
Sun Mar 18 07:09:08 +0000 2018,"Mayotte, une île au cœur des flux de populations - Le Monde | #HG #géographie #Mayotte #DROM #ile #archipel #Comores #territoires #ultramarins #immigration https://t.co/KAb7a56IKJ","HG, géographie, Mayotte, DROM, ile, archipel",neutre,"mayotte,île,cœur,flux,population,monde,|,hg,géographi,mayotte,drom,ile,archipel,comor,territoir,ultramarin,immigration"
Sun Mar 18 17:42:27 +0000 2018,macron va adorer : les #cheminots vont se mettre les français à dos https://t.co/U4yXGeCuPV,cheminots,neutre,"macron,aller,adorer,cheminot,aller,mettre,français,dos"
Sun Mar 18 08:04:28 +0000 2018,"Poutine est un homme qui croit en la nation, comme Trump et les dirigeants d’Europe de l’Est. C'est pour ça qu'il est tellement haï par les élites mondialistes, qui imposent aux moutons leur vision du monde à travers les médias. Moi, je trouve que ça le rend plutôt sympathique.",NO HASHTAG,positif,"poutine,homme,croire,nation,comme,trump,dirigeant,deurop,lest,être,ça,tellemer,haïr,élite,mondialiste,imposer,mouton,vision,monde,travers,média,trouver,ça,rendre,plutôt,sympathique"
Sun Mar 18 15:46:26 +0000 2018,"""@agir_officiel s'est opposé à l'augmentation de la #CSG mais à unanimement voté les réformes  du travail ou de l'éducation. Pour la @SNCF nous serons vigilants à propos des petites lignes des territoires ruraux"" @FLefebvre_RF #RadioJ @upjfofficiel #JePrefereAgir @agir_officiel",CSG,positif,"agir_officiel,si,être,opposer,augmentation,csg,unanimement,voter,réforme,travail,éducation,sncf,vigilant,propos,petit,ligne,territoir,rural,flefebvre_rf,radioj,upjfofficiel,jeprefereagir,agir_officiel"
Sun Mar 18 17:42:18 +0000 2018,"L'Etat ignorant totalement ces îles d'Outre Mer, pensant qu'à réformer sans aucune empathie. Mayotte subit tous le ravage de l'immigration massive sans aucune conscience de nos dirigeants. Soyons unis derrière les Mahorais. #SoutienAuxMahorais  https://t.co/iNBIxOYvGA",NO HASHTAG,positif,"etat,ignorer,totalement,îl,outre,mer,penser,réformer,sans,aucun,empathie,mayotte,subir,tout,ravage,immigration,massif,sans,aucun,conscience,dirigeant,uni,derrière,mahorai,soutienauxmahorai"
Sun Mar 18 17:42:17 +0000 2018,Contrôle des chômeurs : le plan du gouvernement https://t.co/anGrOd1HYl,NO HASHTAG,neutre,"contrôler,chômeur,plan,gouvernement"
Sun Mar 18 17:42:16 +0000 2018,@SoMabrouk est ce le statut des cheminots qui fait que la sncf est si obsolète sur certains points ?,NO HASHTAG,positif,"somabrouk,statut,cheminot,faire,sncf,si,obsolète,certain,point"
Sun Mar 18 17:42:11 +0000 2018,"Se faire griller après la tentative d’homicide d’un espion, laisser filmer des bourrages d’urnes, c’est quoi cet amateurisme Vladimir https://t.co/ArtphbMBT1",NO HASHTAG,positif,"faire,griller,après,tentative,dhomicid,dun,espion,laisser,filmer,bourrage,durn,cest,quoi,amateurisme,vladimir"
Sun Mar 18 17:42:09 +0000 2018,"Législative partielle à Mayotte : Ramlati Ali arrive en tête du premier tour [Estimations] 

https://t.co/nwV19FcSpf",NO HASHTAG,neutre,"législatif,partiel,mayotte,ramlati,ali,arriver,tête,premier,tour,[,estimation,]"
Sun Mar 18 17:42:08 +0000 2018,@dialimpa @cheikhtnd Lle gouvernement est le seul et unique responsable de cette situation. Ce serait trop facile de le renvoyer dos à dos avec les syndicats,NO HASHTAG,positif,"dialimpa,cheikhtnd,ll,gouvernement,seul,unique,responsable,situation,trop,facile,renvoyer,dos,dos,syndicat"
Sun Mar 18 17:42:06 +0000 2018,Présidentielle russe: Gérard Depardieu a voté https://t.co/BmtlhscasU,NO HASHTAG,neutre,"présidentielle,russe,gérard,depardieu,avoir,voter"
Sun Mar 18 17:42:05 +0000 2018,"Poutine prêt au sacre des urnes, l'opposition crie à la fraude https://t.co/tQzXUgvWux https://t.co/ofEr8Qju7k",NO HASHTAG,neutre,"poutine,prêt,sacr,urne,opposition,cri,frauder"
Sun Mar 18 17:42:05 +0000 2018,Présidentielle en Russie : une forte participation et des irrégularités constatées https://t.co/USRJEoQoju https://t.co/sTXinY8xvP,NO HASHTAG,positif,"présidentiel,russie,fort,participation,irrégularité,constater"
Sat Mar 17 09:22:27 +0000 2018,"Quand le gouvernement #macron des riches  et les medias #cac40 violent les droits du peuple, l'insurrection est pour le peuple et pour chaque portion du peuple, le plus sacré des droits et le plus indispensable des devoirs. »
#22MARS2018 https://t.co/M8wVCZRU6l","macron, cac40",positif,"quand,gouvernement,macron,riche,media,cac40,violer,droit,peuple,insurrection,peuple,chaque,portion,peuple,plus,sacré,droit,plus,indispensable,devoir,»,22mars2018"
Sun Mar 18 17:42:03 +0000 2018,L’ambassade russe sur l’affaire Skripal: «Nous avons impérativement besoin de Poirot»: https://t.co/lxNaGpqB5c via @sputnik_fr,NO HASHTAG,neutre,"lambassad,russe,laffair,skripal,«,impérativemer,besoin,poirot,»,via,sputnik_fr"
Sun Mar 18 13:06:56 +0000 2018,"Et dans ce gouvernement, il y avait un certain Legault qui était très pressé de faire l’indépendance. Ce même Legault fera le bordel avec le fédéral pour que  de façon hypocrite il puisse relancer la séparation. https://t.co/nf33p7CKDn",NO HASHTAG,positif,"gouvernement,certain,legault,très,presser,faire,lindépendance,legault,faire,bordel,fédéral,façon,hypocrite,pouvoir,relancer,séparation"
Sun Mar 18 17:42:50 +0000 2018,"À Londres il neige pendant 2 jours, tout fonctionne normalement. A Paris il y a 3mm de neige et 1 train sur 2 est supprimé. Merci @SNCF pour vos services exemplaires.",NO HASHTAG,positif,"londre,neige,pendre,2,jour,tout,fonctionner,normalement,avoir,pari,avoir,3,mm,neige,1,train,2,supprimer,merci,sncf,service,exemplaire"
Sun Mar 18 17:42:36 +0000 2018,"""On nous a forcés"" : des Russes affirment avoir été contraints de voter à la présidentielle 

https://t.co/b6OhgE5t1O https://t.co/h77XfusKHN",NO HASHTAG,positif,"avoir,forcer,russe,affirmer,avoir,contraint,voter,présidentielle"
Sat Mar 17 08:53:47 +0000 2018," CGT – Casseurs Génétiquement Timbrés …
#SNCF https://t.co/1aMNJ6axOj",SNCF,neutre,"cgt,–,casseur,génétiquement,timbré,…,sncf"
Sun Mar 18 17:42:46 +0000 2018,Élection en Russie : l'opposition dénonce des irrégularités https://t.co/dZ4105ZLtx https://t.co/MiVmCwdRDq,NO HASHTAG,neutre,"élection,russie,opposition,dénoncer,irrégularité"
Sun Mar 18 17:42:45 +0000 2018,"Poutine: ""L’Algérie est une ligne rouge"" https://t.co/ZWtY6wUfcL",NO HASHTAG,neutre,"poutine,lalgéri,ligne,rouge"
Sun Mar 18 17:42:43 +0000 2018,"Amusantes aussi les gesticulations de l'ONG GOLOS (créée en 2000 par ... les USA ;-)
https://t.co/DHp5GziGSs https://t.co/jtSVRREe8X",NO HASHTAG,positif,"amusant,aussi,gesticulation,ong,golo,créer,2000,user"
Sun Mar 18 17:42:37 +0000 2018,"C'est bientôt la grève à la SNCF, alors voilà un petit air de circonstance histoire de bien remettre les choses au clair.

Vous pouvez changer le nom du président cité dans la chanson et mettre celui de l'actuel à la place et ça sera tout pareil. 

https://t.co/kUH3d2wN4m",NO HASHTAG,positif,"être,bientôt,grève,sncf,alors,voilà,petit,air,circonstanc,histoire,bien,remettre,chose,clair,pouvoir,changer,nom,président,cité,chanson,mettre,celui,actuel,placer,ça,tout,pareil"
Sun Mar 18 17:42:35 +0000 2018,@ju4rmp C la controleuse sncf de la ligne la defense/La verrière https://t.co/RQKkpizyYf,NO HASHTAG,neutre,"ju4rmp,controleus,sncf,lign,defense,/,verrière"
Sun Mar 18 17:42:34 +0000 2018,"@valerieboyer13 Les turcs, membre de l’OTAN, massacre les #Kurds on s'en fout. 
L'Arabie-Saoudite massacre les civils au #Yemen, on s'en fout. 
Les russes auraient assassiné un de leur ressortissants c'est le boycotte international et réunion du conseil de sécurité de l'ONU.
2 poids, 2 mesures.",Kurds,positif,"valerieboyer13,turc,membre,lotan,massacrer,kurd,si,foutre,arabiesaoudite,massacrer,civil,yemen,si,foutre,russe,assassiner,ressortissant,être,boycott,international,réunion,conseil,sécurité,onu,2,poids,2,mesure"
Sun Mar 18 17:42:34 +0000 2018,"7 réformes en 2 mois, le calendrier chargé du gouvernement https://t.co/At9LHDSdKI",NO HASHTAG,positif,"7,réforme,2,mois,calendrier,charger,gouvernement"
Sun Mar 18 17:42:33 +0000 2018,"@tomvampouille @MarianneleMag En même temps, tout le monde s’en balance. Entre un vieil aigri mégalo, narcissique, et admirateur des systèmes pol. chinois, cubain, russe, et vénézuélien, et un loser...",NO HASHTAG,positif,"tomvampouill,mariannelemag,temps,tout,monde,sen,balance,entrer,vieux,aigri,mégalo,narcissique,admirateur,système,pol,chinois,cubain,russe,vénézuélien,loser"
Sun Mar 18 17:43:16 +0000 2018,Pas possible !!! Depardieu Mariani Alliot disent que la Russie est démocratique!!! Donc je le crois pas!MDR https://t.co/Awjtn2C4D8,NO HASHTAG,neutre,"possible,depardieu,mariani,alliot,dire,russie,démocratique,donc,croi,pasmdr"
Sun Mar 18 17:43:14 +0000 2018,"#GrandesVoix Avec cette réforme de la Sncf, l'enjeu est bien la bataille de l'opinion @JSainte_Marie",GrandesVoix,positif,"grandesvoix,réforme,sncf,enjeu,bien,bataille,opinion,jsainte_mari"
Sun Mar 18 17:43:13 +0000 2018,Sous vos applaudissements ... https://t.co/ip9IahFJmC,NO HASHTAG,neutre,"sou,applaudissement"
Sun Mar 18 16:39:10 +0000 2018,#Russie #Egypte https://t.co/l6fM95rIeY,"Russie, Egypte",neutre,"russie,egypte"
Sun Mar 18 17:43:10 +0000 2018,@njee26 @francebleu Surtout que les députés honoraires avaient les billets #SNCF gratuits à vie quoi... lolilol,SNCF,positif,"njee26,francebleu,surtout,député,honoraire,billet,sncf,gratuit,vie,quoi,lolilol"
Sun Mar 18 17:43:10 +0000 2018,@Jetweet75 @sebaofotograf @gblardone Personne n'oblige les russes à voter Poutine faudrait arrêter le délire en fait,NO HASHTAG,positif,"jetweet75,sebaofotograf,gblardone,personne,obliger,russe,voter,poutine,falloir,arrêter,délir,faire"
Sun Mar 18 17:43:10 +0000 2018,Présidentielle en Russie : une forte participation et des irrégularités constatées https://t.co/iWwLrLxUtn https://t.co/nf5aAeTbzM,NO HASHTAG,positif,"présidentiel,russie,fort,participation,irrégularité,constater"
Sun Mar 18 17:43:05 +0000 2018,"#grandesvoix 
La marque de fabrique de ce gouvernement est de monter les classes les unes contre les autres en disant ""les autres n'ont pas fait, faut se sacrifier"" .. et aussi ""vs êtes privilégié par rapport à l'autre donc.."" .. @SoMabrouk",grandesvoix,positif,"grandesvoix,marqu,fabriqu,gouvernement,monter,classe,contrer,autre,dire,autre,avoir,faire,falloir,sacrifier,aussi,vs,privilégié,rapport,autre,donc,somabrouk"
Sun Mar 18 17:43:04 +0000 2018,«Il ne faut pas juger le pouvoir autoritaire de Poutine à l'aune de nos seuls critères» https://t.co/WxWwSnSVDl via @FigaroVox,NO HASHTAG,neutre,"«,falloir,juger,pouvoir,autoritaire,poutine,aune,seul,critère,»,via,figarovox"
Sun Mar 18 17:43:02 +0000 2018,'On nous a forcés' : des Russes affirment avoir été contraints de voter à la présidentielle @DussolAlexis https://t.co/GsXHInIcuv,NO HASHTAG,positif,"',avoir,forcer,',russe,affirmer,avoir,contraint,voter,présidentielle,dussolalexi"
Sun Mar 18 17:43:02 +0000 2018,"@Alexandradagno2 @blacktie52 @TashiLa15 @LiemHoangNgoc @FranceInsoumise @benoithamon La Russie est le partenaire de tous les pays d'Europe, y compris la France de Macron, de facto, ne serait-ce que pour sa notre dépendance vis à vis du gaz russe. Et partenaire ne veut pas dire allié politique. https://t.co/r3LhQvhi2D",NO HASHTAG,positif,"alexandradagno2,blacktie52,tashila15,liemhoangngoc,franceinsoumise,benoithamon,russie,partenaire,tou,pays,europe,compris,france,macron,facto,seraitce,dépendanc,vis,vis,gaz,russe,partenair,vouloir,dire,allier,politique"
Sun Mar 18 17:43:02 +0000 2018,"Poutine a-t-il un accord avec Erdogan sur un partage des zones d’influence, comme l’accord entre Hitler et Staline pour le partage de la Pologne en 1939? Le retournement de la Turquie la surprise stratégique de demain? https://t.co/w5UZfzXlzq",NO HASHTAG,positif,"poutine,atil,accord,erdogan,partage,zoner,dinfluence,comme,laccord,entrer,hitler,staline,partage,pologn,1939,retournement,turquie,surprise,stratégique,demain"
Sun Mar 18 17:42:59 +0000 2018,"Top 5 de tes destinations de rêve ? — vraiment l'angleterre, l'irlande, le canada, la russie (+ finlande, norvège, danemark, suède, all... https://t.co/BxgtjAFvHs",NO HASHTAG,neutre,"top,5,destination,rêv,--,vraiment,angleterre,irland,canader,russie,+,finlande,norvège,danemark,suède,all"
Sat Mar 17 16:23:55 +0000 2018,"La SNCF, une histoire tellement française https://t.co/qCAd0hHGcn https://t.co/bvNzoX6Hhp",NO HASHTAG,neutre,"sncf,histoire,tellement,français"
Sun Mar 18 17:42:55 +0000 2018,"@valerieboyer13 Les liens de la France et de la Russie sont inextinguibles #Voltaire #Catherine II #PierreLeGrand 
#NormandieNiemen 
Mais #Putin ??? Il est infréquentable  Ravivant et glorifiant un nationalisme dès l'ecole primaire.
Les #pionners et #komsomols ressurgissent.  Jusqu'où ?","Voltaire, Catherine, PierreLeGrand",positif,"valerieboyer13,lien,france,russie,inextinguible,voltair,catherine,ii,pierrelegrand,normandieniemen,putin,infréquentable,raviver,glorifier,nationalisme,dès,ecole,primaire,pionner,komsomol,ressurgir,jusque,où"
